TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,IS_NULLABLE,COLUMN_DEFAULT
ITST_Test_1,dbo,Courses,Address_Country,22,nvarchar,100,YES,
ITST_Test_1,dbo,Courses,Address_ZipCode,23,nvarchar,50,YES,
ITST_Test_1,dbo,Courses,CreatorId,24,int,,YES,
ITST_Test_1,dbo,Courses,PrototypeId,25,int,,YES,
ITST_Test_1,dbo,Courses,ShortId,26,nvarchar,16,YES,
ITST_Test_1,dbo,Courses,StudentsCanSwitchStage,27,bit,,NO,
ITST_Test_1,dbo,Courses,TeamId,28,int,,YES,
ITST_Test_1,dbo,Courses,RegionId,29,bigint,,NO,
ITST_Test_1,dbo,Courses,UseSecondaryGuac,30,bit,,YES,
ITST_Test_1,dbo,Courses,EnableEarlyAccess,31,bit,,YES,
ITST_Test_1,dbo,Courses,ReportConnectivityIssueForStudent,32,bit,,NO,
ITST_Test_1,dbo,Courses,ReportInstructorEnvFreeze,33,bit,,NO,
ITST_Test_1,dbo,Courses,ShareInstructorCloudFolderWithAllStudents,34,bit,,NO,
ITST_Test_1,dbo,Courses,MaxSingleUseHotStandbysToPrepare,35,int,,YES,
ITST_Test_1,dbo,Courses,IsEvent,36,bit,,NO,
ITST_Test_1,dbo,Courses,ExternalCloudsJsonData,37,nvarchar,2048,YES,
ITST_Test_1,dbo,Courses,LimitEarlyAccessInt,38,int,,YES,
ITST_Test_1,dbo,Courses,SelfPaced,39,bit,,NO,
ITST_Test_1,dbo,Courses,AllowMultipleStudentLogin,40,bit,,NO,
ITST_Test_1,dbo,Courses,ViewerCustomizationId,41,bigint,,YES,
ITST_Test_1,dbo,Courses,PropertiesJson,42,nvarchar,-1,YES,
ITST_Test_1,dbo,Courses,AllowAudioVideo,43,bit,,YES,
ITST_Test_1,dbo,Courses,LeadInstructorId,44,bigint,,YES,
ITST_Test_1,dbo,Courses,LtiSharedSecret,45,nvarchar,50,NO,
ITST_Test_1,dbo,Courses,AuthenticationMethodInt,46,int,,NO,((0))
ITST_Test_1,dbo,Courses,SsoConnectorId,47,bigint,,YES,
ITST_Test_1,dbo,Courses,MaxConcurrentStudents,48,int,,YES,
ITST_Test_1,dbo,Courses,AudioVideoMeetingId,49,bigint,,YES,
ITST_Test_1,dbo,Courses,ExperienceTypeInt,50,int,,NO,((1))
ITST_Test_1,dbo,Courses,Opportunity,51,nvarchar,100,YES,
ITST_Test_1,dbo,Courses,EarlyAccessTimeInMinutes,52,int,,YES,
ITST_Test_1,dbo,Courses,EndCourseWebhookSentDate,53,datetime,,YES,
ITST_Test_1,dbo,Courses,LtiContextId,54,nvarchar,255,YES,
ITST_Test_1,dbo,Courses,OriginalCourseId,55,bigint,,YES,
ITST_Test_1,dbo,Courses,LtiVersion,56,nvarchar,20,YES,
ITST_Test_1,dbo,Courses,LtiLastLaunchTime,57,datetime,,YES,
ITST_Test_1,dbo,Courses,LtiContextTitle,58,nvarchar,255,YES,
ITST_Test_1,dbo,Courses,TrainingMaterialId,59,bigint,,YES,
ITST_Test_1,dbo,CourseStages,Id,1,bigint,,NO,
ITST_Test_1,dbo,CourseStages,CourseId,2,bigint,,NO,
ITST_Test_1,dbo,CourseStages,PrototypeId,3,int,,NO,
ITST_Test_1,dbo,CourseStages,IsDefault,4,bit,,NO,
ITST_Test_1,dbo,CourseStages,StartTimeOffset,5,bigint,,YES,
ITST_Test_1,dbo,CourseStages,ValidUntil,6,datetime,,NO,
ITST_Test_1,dbo,CourseStages,RowVersion,7,int,,NO,
ITST_Test_1,dbo,CourseStages,CreateTime,8,datetime,,NO,
ITST_Test_1,dbo,CourseStages,LastUpdateTime,9,datetime,,NO,
ITST_Test_1,dbo,CustomEmails,Id,1,bigint,,NO,
ITST_Test_1,dbo,CustomEmails,ProjectId,2,int,,NO,
ITST_Test_1,dbo,CustomEmails,EmailTypeInt,3,int,,NO,
ITST_Test_1,dbo,CustomEmails,Name,4,nvarchar,-1,NO,
ITST_Test_1,dbo,CustomEmails,Subject,5,nvarchar,-1,NO,
ITST_Test_1,dbo,CustomEmails,Body,6,nvarchar,-1,NO,
ITST_Test_1,dbo,CustomEmails,RowVersion,7,int,,NO,
ITST_Test_1,dbo,CustomEmails,CreateTime,8,datetime,,NO,
ITST_Test_1,dbo,CustomEmails,LastUpdateTime,9,datetime,,NO,
ITST_Test_1,dbo,CustomFieldDefinitions,Id,1,bigint,,NO,
ITST_Test_1,dbo,CustomFieldDefinitions,TrainingSettingsId,2,bigint,,NO,
ITST_Test_1,dbo,CustomFieldDefinitions,FieldOrder,3,int,,NO,
ITST_Test_1,dbo,CustomFieldDefinitions,FieldName,4,nvarchar,50,NO,
ITST_Test_1,dbo,CustomFieldDefinitions,FieldTypeInt,5,int,,NO,
ITST_Test_1,dbo,CustomFieldDefinitions,DefaultValue,6,nvarchar,1024,YES,
ITST_Test_1,dbo,CustomFieldDefinitions,ValidUntil,7,datetime,,NO,
ITST_Test_1,dbo,CustomFieldDefinitions,RowVersion,8,int,,NO,
ITST_Test_1,dbo,CustomFieldDefinitions,CreateTime,9,datetime,,NO,
ITST_Test_1,dbo,CustomFieldDefinitions,LastUpdateTime,10,datetime,,NO,
ITST_Test_1,dbo,CustomFieldDefinitions,Required,11,bit,,NO,
ITST_Test_1,dbo,CustomFieldDefinitions,Regex,12,nvarchar,256,YES,
ITST_Test_1,dbo,CustomFieldValues,Id,1,bigint,,NO,
ITST_Test_1,dbo,CustomFieldValues,CourseId,2,bigint,,NO,
ITST_Test_1,dbo,CustomFieldValues,CustomFieldDefinitionId,3,bigint,,NO,
ITST_Test_1,dbo,CustomFieldValues,FieldValue,4,nvarchar,1024,YES,
ITST_Test_1,dbo,CustomFieldValues,RowVersion,5,int,,NO,
ITST_Test_1,dbo,CustomFieldValues,CreateTime,6,datetime,,NO,
ITST_Test_1,dbo,CustomFieldValues,LastUpdateTime,7,datetime,,NO,
ITST_Test_1,dbo,DcmTotalResources,Id,1,bigint,,NO,
ITST_Test_1,dbo,DcmTotalResources,PickledData,2,nvarchar,-1,NO,
ITST_Test_1,dbo,DcmTotalResources,RowVersion,3,int,,NO,
ITST_Test_1,dbo,DcmTotalResources,CreateTime,4,datetime,,NO,
ITST_Test_1,dbo,DcmTotalResources,LastUpdateTime,5,datetime,,NO,
ITST_Test_1,dbo,DeleteEnvRequests,Id,1,bigint,,NO,
ITST_Test_1,dbo,DeleteEnvRequests,Reason,2,nvarchar,256,NO,
ITST_Test_1,dbo,DeleteEnvRequests,RowVersion,3,int,,NO,
ITST_Test_1,dbo,DeleteEnvRequests,CreateTime,4,datetime,,NO,
ITST_Test_1,dbo,DeleteEnvRequests,LastUpdateTime,5,datetime,,NO,
ITST_Test_1,dbo,DeleteEnvRequests,EnvId,6,bigint,,NO,
ITST_Test_1,dbo,DeleteEnvRequests,DeleteReasonInt,7,int,,YES,
ITST_Test_1,dbo,DeprovisionSteps,Id,1,bigint,,NO,
ITST_Test_1,dbo,DeprovisionSteps,Number,2,int,,NO,
ITST_Test_1,dbo,DeprovisionSteps,Name,3,nvarchar,32,NO,
ITST_Test_1,dbo,DeprovisionSteps,Description,4,nvarchar,128,YES,
ITST_Test_1,dbo,DeprovisionSteps,Duration,5,int,,NO,
ITST_Test_1,dbo,DeprovisionSteps,ActionType,6,int,,NO,
ITST_Test_1,dbo,DeprovisionSteps,StartDate,7,datetime,,YES,
ITST_Test_1,dbo,DeprovisionSteps,ContractId,8,bigint,,NO,
ITST_Test_1,dbo,DeprovisionSteps,ValidUntil,9,datetime,,NO,
ITST_Test_1,dbo,DeprovisionSteps,RowVersion,10,int,,NO,
ITST_Test_1,dbo,DeprovisionSteps,CreateTime,11,datetime,,NO,
ITST_Test_1,dbo,DeprovisionSteps,LastUpdateTime,12,datetime,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,Id,1,bigint,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,ClassHasStarted,2,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,ClassId,3,bigint,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,ClassUpdateTime,4,datetime,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,RealStartTime,5,datetime,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,PreRegisteredStudents,6,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,LateRegisteredStudents,7,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,MaxStudentsNumber,8,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,ClassStartTime,9,datetime,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,ProjectId,10,bigint,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,PredictedAttendedEntireClass,11,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,PaddedPredictedAttendedEntireClass,12,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,PredictedAttendedAfter4Hours,13,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,PaddedPredictedAttendedAfter4Hours,14,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,SubscriptionId,15,bigint,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,EstimatedAttends,16,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,BlueprintId,17,bigint,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,RegionId,18,bigint,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,PermitAccessToNonRegisteredStudents,19,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,TimeZoneOffset,20,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,EnvironmentPolicyId,21,bigint,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,ClassLengthHours,22,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,CreateLeadTimeHours,23,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,AdjustedStartDay,24,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,AdjustedStartHour,25,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,AdjustedEndDay,26,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,AdjustedEndHour,27,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,CreateDay,28,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,CreateHour,29,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,StartDay,30,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,StartHour,31,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,EndDay,32,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,EndHour,33,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,CreatorEmailAccount,34,nvarchar,100,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,CreatorEmailDomain,35,nvarchar,100,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,InstructorEmailAccount,36,nvarchar,100,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,InstructorEmailDomain,37,nvarchar,100,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,DcPercentage,38,decimal,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,DcPercentage48,39,decimal,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,ClassUpdatedSinceCreation,40,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,LastDayRegistrations,41,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,RowVersion,42,int,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,CreateTime,43,datetime,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,LastUpdateTime,44,datetime,,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,CourseName,45,nvarchar,100,NO,
ITST_Test_1,dbo,DistinctCoursePredictions,rn,46,bigint,,YES,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,Id,1,bigint,,NO,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,EditMachinesOperationAuditId,2,bigint,,NO,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,EditMachineOperationInt,3,int,,NO,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,ChangedFromMemoryMB,4,bigint,,YES,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,ChangedToMemoryMB,5,bigint,,YES,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,ChangedFromDiskMB,6,bigint,,YES,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,ChangedToDiskMB,7,bigint,,YES,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,ChangedFromCPU,8,int,,YES,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,ChangedToCPU,9,int,,YES,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,RowVersion,10,int,,NO,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,CreateTime,11,datetime,,NO,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,LastUpdateTime,12,datetime,,NO,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,CrossGroupIdentity,13,nvarchar,64,YES,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,ChangedFromVhvEnabled,14,bit,,YES,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,ChangedToVhvEnabled,15,bit,,YES,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,OldOsTypeInt,16,int,,YES,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,NewOsTypeInt,17,int,,YES,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,OldGuestId,18,nvarchar,64,YES,
ITST_Test_1,dbo,EditMachineOperationsAdditionalData,NewGuestId,19,nvarchar,64,YES,
ITST_Test_1,dbo,EndUserLoginCustomizations,Id,1,bigint,,NO,
ITST_Test_1,dbo,EndUserLoginCustomizations,ViewerCustomizationId,2,bigint,,NO,
ITST_Test_1,dbo,EndUserLoginCustomizations,Title,3,nvarchar,100,YES,
ITST_Test_1,dbo,EndUserLoginCustomizations,EnableTitle,4,bit,,YES,
ITST_Test_1,dbo,EndUserLoginCustomizations,Subtitle,5,nvarchar,250,YES,
ITST_Test_1,dbo,EndUserLoginCustomizations,EnableSubtitle,6,bit,,YES,
ITST_Test_1,dbo,EndUserLoginCustomizations,RowVersion,7,int,,NO,
ITST_Test_1,dbo,EndUserLoginCustomizations,CreateTime,8,datetime,,NO,
ITST_Test_1,dbo,EndUserLoginCustomizations,LastUpdateTime,9,datetime,,NO,
ITST_Test_1,dbo,EndUserLoginCustomizations,EnableBanner,10,bit,,YES,
ITST_Test_1,dbo,EndUserLoginCustomizations,BannerPathHash,11,nvarchar,255,YES,
ITST_Test_1,dbo,EndUserLoginCustomizations,BannerFilename,12,nvarchar,255,YES,
ITST_Test_1,dbo,EndUsersAccessPermissions,Id,1,bigint,,NO,
ITST_Test_1,dbo,EndUsersAccessPermissions,TypeInt,2,int,,NO,
ITST_Test_1,dbo,EndUsersAccessPermissions,BlacklistDomainsAndUsers,3,nvarchar,4000,YES,
ITST_Test_1,dbo,EndUsersAccessPermissions,PermitOnlyBusinessDomains ,4,bit,,NO,
ITST_Test_1,dbo,EndUsersAccessPermissions,Enabled,5,bit,,YES,
ITST_Test_1,dbo,EndUsersAccessPermissions,CourseId,6,bigint,,YES,
ITST_Test_1,dbo,EndUsersAccessPermissions,ProjectId,7,int,,YES,
ITST_Test_1,dbo,EndUsersAccessPermissions,RowVersion,8,int,,NO,
ITST_Test_1,dbo,EndUsersAccessPermissions,CreateTime,9,datetime,,NO,
ITST_Test_1,dbo,EndUsersAccessPermissions,LastUpdateTime,10,datetime,,NO,
ITST_Test_1,dbo,EnumActionCompletion,name,1,varchar,100,YES,
ITST_Test_1,dbo,EnumActionCompletion,id,2,int,,YES,
ITST_Test_1,dbo,EnumBackendLifecycleStatus,name,1,varchar,64,YES,
ITST_Test_1,dbo,EnumBackendLifecycleStatus,id,2,int,,YES,
ITST_Test_1,dbo,EnumEnvOperation,Id,1,int,,YES,
ITST_Test_1,dbo,EnumEnvOperation,Name,2,varchar,100,YES,
ITST_Test_1,dbo,EnumEnvPreparationType,Id,1,int,,NO,
ITST_Test_1,dbo,EnumEnvPreparationType,name,2,varchar,100,YES,
ITST_Test_1,dbo,EnumOriginator,Id,1,int,,YES,
ITST_Test_1,dbo,EnumOriginator,Name,2,varchar,100,YES,
ITST_Test_1,dbo,EnumRequestCompletionStatus,name,1,varchar,64,YES,
ITST_Test_1,dbo,EnumRequestCompletionStatus,id,2,int,,YES,
ITST_Test_1,dbo,EnumRequestLifecycleStatus,name,1,varchar,16,YES,
ITST_Test_1,dbo,EnumRequestLifecycleStatus,id,2,int,,YES,
ITST_Test_1,dbo,EnumRequestType,name,1,varchar,100,YES,
ITST_Test_1,dbo,EnumRequestType,Id,2,int,,YES,
ITST_Test_1,dbo,EnumVisibleInApplication,name,1,varchar,100,YES,
ITST_Test_1,dbo,EnumVisibleInApplication,Id,2,int,,YES,
ITST_Test_1,dbo,env_w_storage_issue,id,1,bigint,,YES,
ITST_Test_1,dbo,EnvBenvAssignments,Id,1,bigint,,NO,
ITST_Test_1,dbo,EnvBenvAssignments,BenvId,2,bigint,,NO,
ITST_Test_1,dbo,EnvBenvAssignments,EnvId,3,bigint,,YES,
ITST_Test_1,dbo,EnvBenvAssignments,RowVersion,4,int,,NO,
ITST_Test_1,dbo,EnvBenvAssignments,CreateTime,5,datetime,,NO,
ITST_Test_1,dbo,EnvBenvAssignments,LastUpdateTime,6,datetime,,NO,
ITST_Test_1,dbo,EnvBillingOperations,Id,1,int,,NO,
ITST_Test_1,dbo,EnvBillingOperations,EntAppEnvId,2,bigint,,NO,
ITST_Test_1,dbo,EnvBillingOperations,EnvironmentPolicyId,3,int,,NO,
ITST_Test_1,dbo,EnvBillingOperations,EnvOperationInt,4,int,,NO,
ITST_Test_1,dbo,EnvBillingOperations,EffectiveFrom,5,datetime,,NO,
ITST_Test_1,dbo,EnvBillingOperations,EffectiveUntil,6,datetime,,NO,
ITST_Test_1,dbo,EnvBillingOperations,IsDummy,7,bit,,NO,
ITST_Test_1,dbo,EnvBillingOperations,IsTruncated,8,bit,,NO,
ITST_Test_1,dbo,EnvBillingOperations,IsExpanded,9,bit,,NO,
ITST_Test_1,dbo,EnvBillingOperations,RowVersion,10,int,,NO,
ITST_Test_1,dbo,EnvBillingOperations,CreateTime,11,datetime,,NO,
ITST_Test_1,dbo,EnvBillingOperations,LastUpdateTime,12,datetime,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,Id,1,int,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,ValidUntil,2,datetime,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,RowVersion,3,int,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,CreateTime,4,datetime,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,LastUpdateTime,5,datetime,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,EnterpriseInvitationKey,6,nvarchar,100,YES,
ITST_Test_1,dbo,EnvironmentPolicies,BillingControlInt,7,int,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,DefaultOwningSEId,8,bigint,,YES,
ITST_Test_1,dbo,EnvironmentPolicies,ExternalId,9,nvarchar,100,YES,
ITST_Test_1,dbo,EnvironmentPolicies,SendEndOfEvalMail,10,bit,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,AllowUserToSuspendEnvironment,11,bit,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,AutoActionThreshold,12,bigint,,YES,
ITST_Test_1,dbo,EnvironmentPolicies,AllowCreateEnvWithoutEnterpriseInvitation,13,bit,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,ActionOnInactivityInt,14,int,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,EvalExplorerInactivityTimeout,15,int,,YES,
ITST_Test_1,dbo,EnvironmentPolicies,IsCourseType,16,bit,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,SendEnterpriseInvAcceptedForInviteeMail,17,bit,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,SendEnterpriseEnvExpiringMailToEnterprise,18,bit,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,ProjectId,19,int,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,ResourcePackage_Name,20,nvarchar,100,NO,
ITST_Test_1,dbo,EnvironmentPolicies,ResourcePackage_RunTime,21,bigint,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,ResourcePackage_DiskTime,22,bigint,,NO,
ITST_Test_1,dbo,EnvironmentPolicies,SuspendTime,23,bigint,,YES,
ITST_Test_1,dbo,EnvironmentPolicies,AllowSuspendTime,24,bit,,YES,
ITST_Test_1,dbo,EnvOperationAudits,Id,1,bigint,,NO,
ITST_Test_1,dbo,EnvOperationAudits,WebSessionAuditId,2,bigint,,YES,
ITST_Test_1,dbo,EnvOperationAudits,EnvId,3,bigint,,NO,
ITST_Test_1,dbo,EnvOperationAudits,EnvOperationInt,4,int,,NO,
ITST_Test_1,dbo,EnvOperationAudits,StartTime,5,datetime,,NO,
ITST_Test_1,dbo,EnvOperationAudits,LastActiveTime,6,datetime,,YES,
ITST_Test_1,dbo,EnvOperationAudits,RowVersion,7,int,,NO,
ITST_Test_1,dbo,EnvOperationAudits,CreateTime,8,datetime,,NO,
ITST_Test_1,dbo,EnvOperationAudits,LastUpdateTime,9,datetime,,NO,
ITST_Test_1,dbo,EnvOperationAudits,CrossGroupIdentity,10,nvarchar,64,YES,
ITST_Test_1,dbo,EnvOperationAudits,PrototypeVersionId,11,int,,YES,
ITST_Test_1,dbo,EnvOperationAudits,OriginatorInt,12,int,,NO,((0))
ITST_Test_1,dbo,EnvOperationAudits,ResetMachineRequestId,13,bigint,,YES,
ITST_Test_1,dbo,EnvOperationAudits,Username,14,nvarchar,128,YES,
ITST_Test_1,dbo,EnvOperationAudits,DomainName,15,nvarchar,-1,YES,
ITST_Test_1,dbo,EnvOperationAudits,ToUsername,16,nvarchar,128,YES,
ITST_Test_1,dbo,EnvOperationAudits,ToDomainName,17,nvarchar,-1,YES,
ITST_Test_1,dbo,EnvOperationAudits,EnvCreationFailureInt,18,int,,YES,
ITST_Test_1,dbo,EnvOperationAudits,NewStateConnected,19,bit,,YES,
ITST_Test_1,dbo,EnvOperationAudits,DisconnectUntil,20,datetime,,YES,
ITST_Test_1,dbo,EnvOperationAudits,IsMount,21,bit,,YES,
ITST_Test_1,dbo,EnvOperationAudits,AddMachineRequestId,22,bigint,,YES,
ITST_Test_1,dbo,EnvOperationAudits,MachineId,23,bigint,,YES,
ITST_Test_1,dbo,EnvOperationAudits,RemoveMachineRequestId,24,bigint,,YES,
ITST_Test_1,dbo,EnvOperationAudits,AddMachineTypeInt,25,int,,YES,
ITST_Test_1,dbo,EnvOperationAudits,ActiveTimeInSeconds,26,int,,YES,
ITST_Test_1,dbo,EnvProjectRoles,Id,1,int,,NO,
ITST_Test_1,dbo,EnvProjectRoles,EnvId,2,bigint,,NO,
ITST_Test_1,dbo,EnvProjectRoles,ProjectId,3,int,,NO,
ITST_Test_1,dbo,EnvProjectRoles,RoleInt,4,int,,NO,
ITST_Test_1,dbo,EnvProjectRoles,ValidUntil,5,datetime,,NO,
ITST_Test_1,dbo,EnvProjectRoles,RowVersion,6,int,,NO,
ITST_Test_1,dbo,EnvProjectRoles,CreateTime,7,datetime,,NO,
ITST_Test_1,dbo,EnvProjectRoles,LastUpdateTime,8,datetime,,NO,
ITST_Test_1,dbo,EnvResourceAudits,Id,1,int,,NO,
ITST_Test_1,dbo,EnvResourceAudits,EnvId,2,bigint,,NO,
ITST_Test_1,dbo,EnvResourceAudits,Time,3,datetime,,NO,
ITST_Test_1,dbo,EnvResourceAudits,Resources_DiskSizeMB,4,bigint,,YES,
ITST_Test_1,dbo,EnvResourceAudits,Resources_CpuCount,5,int,,YES,
ITST_Test_1,dbo,EnvResourceAudits,Resources_MemorySizeMB,6,bigint,,YES,
ITST_Test_1,dbo,EnvResourceAudits,RowVersion,7,int,,NO,
ITST_Test_1,dbo,EnvResourceAudits,CreateTime,8,datetime,,NO,
ITST_Test_1,dbo,EnvResourceAudits,LastUpdateTime,9,datetime,,NO,
ITST_Test_1,dbo,EnvResourceAudits,ValidFrom,10,datetime,,NO,
ITST_Test_1,dbo,EnvResourceAudits,ValidUntil,11,datetime,,NO,
ITST_Test_1,dbo,EnvRuns,EnvId,1,bigint,,NO,
ITST_Test_1,dbo,EnvRuns,StartTime,2,datetime,,NO,
ITST_Test_1,dbo,EnvRuns,EndTime,3,datetime,,NO,
ITST_Test_1,dbo,EnvRuns,RowVersion,4,int,,NO,
ITST_Test_1,dbo,EnvRuns,CreateTime,5,datetime,,NO,
ITST_Test_1,dbo,EnvRuns,LastUpdateTime,6,datetime,,NO,
ITST_Test_1,dbo,EnvRuns,WebSessionAuditId,7,bigint,,YES,
ITST_Test_1,dbo,EnvRuns,Id,8,int,,NO,
ITST_Test_1,dbo,EnvRuns,AutoActionTime,9,datetime,,YES,
ITST_Test_1,dbo,EnvRuns,ImmediateSuspend,10,bit,,NO,
ITST_Test_1,dbo,Envs,Id,1,bigint,,NO,
ITST_Test_1,dbo,Envs,StartTime,2,datetime,,NO,
ITST_Test_1,dbo,Envs,EndTime,3,datetime,,NO,
ITST_Test_1,dbo,Envs,PrototypeId,4,int,,NO,
ITST_Test_1,dbo,Envs,RowVersion,5,int,,NO,
ITST_Test_1,dbo,Envs,CreateTime,6,datetime,,NO,
ITST_Test_1,dbo,Envs,LastUpdateTime,7,datetime,,NO,
ITST_Test_1,dbo,Envs,BackendEnvStatusInt,8,int,,YES,
ITST_Test_1,dbo,Envs,ExpiryNotificationSent,9,bit,,YES,
ITST_Test_1,dbo,Envs,WebSessionAuditId,10,bigint,,YES,
ITST_Test_1,dbo,Envs,IsInMaintenanceMode,11,bit,,NO,
ITST_Test_1,dbo,Envs,EnvCreationFailureInt,12,int,,NO,
ITST_Test_1,dbo,Envs,UserProjectId,13,bigint,,YES,
ITST_Test_1,dbo,Envs,ActiveBackendEnvId,14,bigint,,YES,
ITST_Test_1,dbo,Envs,EnvPreparationTypeInt,15,int,,YES,
ITST_Test_1,dbo,Envs,PreparationStartTime,16,datetime,,YES,
ITST_Test_1,dbo,Envs,ReadyTime,17,datetime,,YES,
ITST_Test_1,dbo,Envs,PendingRunTime,18,bigint,,NO,
ITST_Test_1,dbo,Envs,EnvTypeInt,19,int,,NO,
ITST_Test_1,dbo,Envs,OwnerId,20,int,,YES,
ITST_Test_1,dbo,Envs,HasEditsUnseenByBackend,21,bit,,NO,
ITST_Test_1,dbo,Envs,ParentPrototypeVersionForMachinesId,22,int,,YES,
ITST_Test_1,dbo,Envs,ParentPrototypeVersionForUiId,23,int,,YES,
ITST_Test_1,dbo,Envs,AutoActionThreshold,24,bigint,,YES,
ITST_Test_1,dbo,Envs,QoS_AllowOutgoingConnections,25,bit,,NO,
ITST_Test_1,dbo,Envs,FailureReason,26,nvarchar,2048,YES,
ITST_Test_1,dbo,Envs,QoS_UseRestrictedIpPool,27,bit,,NO,
ITST_Test_1,dbo,Envs,QoS_ShutdownNetworkUntil,28,datetime,,YES,
ITST_Test_1,dbo,Envs,DeleteRequestId,29,bigint,,YES,
ITST_Test_1,dbo,Envs,PreparationRequestTime,30,datetime,,YES,
ITST_Test_1,dbo,Envs,CloudFolder,31,nvarchar,-1,YES,
ITST_Test_1,dbo,Envs,QoS_BusinessUnitToken,32,nvarchar,-1,NO,
ITST_Test_1,dbo,Envs,IsCopy,33,bit,,YES,
ITST_Test_1,dbo,Envs,LastRevertOperationRequestTime,34,datetime,,YES,
