TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,IS_NULLABLE,COLUMN_DEFAULT
ITST_Test_1,dbo,__AudioVideoMigrationHistory,MigrationId,1,nvarchar,150,NO,
ITST_Test_1,dbo,__AudioVideoMigrationHistory,ProductVersion,2,nvarchar,32,NO,
ITST_Test_1,dbo,ABtestResults,Id,1,bigint,,NO,
ITST_Test_1,dbo,ABtestResults,UserId,2,int,,NO,
ITST_Test_1,dbo,ABtestResults,TestName,3,nvarchar,32,NO,
ITST_Test_1,dbo,ABtestResults,Discriminator,4,nvarchar,64,NO,
ITST_Test_1,dbo,ABtestResults,IsPersistant,5,bit,,NO,
ITST_Test_1,dbo,ABtestResults,RowVersion,6,int,,NO,
ITST_Test_1,dbo,ABtestResults,CreateTime,7,datetime,,NO,
ITST_Test_1,dbo,ABtestResults,LastUpdateTime,8,datetime,,NO,
ITST_Test_1,dbo,ActionAudits,Id,1,bigint,,NO,
ITST_Test_1,dbo,ActionAudits,WebSessionAuditId,2,bigint,,YES,
ITST_Test_1,dbo,ActionAudits,ActionInt,3,int,,NO,
ITST_Test_1,dbo,ActionAudits,ActionTime,4,datetime,,NO,
ITST_Test_1,dbo,ActionAudits,AuditTypeInt,5,int,,NO,
ITST_Test_1,dbo,ActionAudits,UserProjectId,6,bigint,,YES,
ITST_Test_1,dbo,ActionAudits,EnvironmentPolicyId,7,int,,YES,
ITST_Test_1,dbo,ActionAudits,ProjectPrototypeId,8,int,,YES,
ITST_Test_1,dbo,ActionAudits,RowVersion,9,int,,NO,
ITST_Test_1,dbo,ActionAudits,CreateTime,10,datetime,,NO,
ITST_Test_1,dbo,ActionAudits,LastUpdateTime,11,datetime,,NO,
ITST_Test_1,dbo,ActionAudits,DstTemplateId,12,bigint,,YES,
ITST_Test_1,dbo,ActionAudits,TemplateId,13,bigint,,YES,
ITST_Test_1,dbo,ActionAudits,FolderId,14,int,,YES,
ITST_Test_1,dbo,ActionAudits,OriginatorInt,15,int,,NO,
ITST_Test_1,dbo,ActionAudits,UserId,16,int,,YES,
ITST_Test_1,dbo,ActionAudits,BlockedUserId,17,int,,YES,
ITST_Test_1,dbo,ActionAudits,WasBlocked,18,bit,,YES,
ITST_Test_1,dbo,ActionAudits,Reason,19,nvarchar,-1,YES,
ITST_Test_1,dbo,ActionAudits,FormerRootUserId,20,int,,YES,
ITST_Test_1,dbo,ActionAudits,ProjectId,21,int,,YES,
ITST_Test_1,dbo,ActionAudits,ResourceQuota_DiskSizeMB,22,bigint,,YES,
ITST_Test_1,dbo,ActionAudits,ResourceQuota_CpuCount,23,int,,YES,
ITST_Test_1,dbo,ActionAudits,ResourceQuota_MemorySizeMB,24,bigint,,YES,
ITST_Test_1,dbo,ActionAudits,AlwaysOnUserId,25,int,,YES,
ITST_Test_1,dbo,ActionAudits,WasEnabled,26,bit,,YES,
ITST_Test_1,dbo,ActionAudits,QuotaUserId,27,int,,YES,
ITST_Test_1,dbo,ActionAudits,StudentId,28,int,,YES,
ITST_Test_1,dbo,ActionAudits,ResourceTypeInt,29,int,,YES,
ITST_Test_1,dbo,ActionAudits,QuotaScopeInt,30,int,,YES,
ITST_Test_1,dbo,ActionAudits,ErvinId,31,bigint,,YES,
ITST_Test_1,dbo,ActionAudits,EntAppEnvId,32,bigint,,YES,
ITST_Test_1,dbo,ActionAudits,ContractId,33,bigint,,YES,
ITST_Test_1,dbo,ActionAudits,QuotaActionInt,34,int,,YES,
ITST_Test_1,dbo,ActionAudits,ActionLimitType,35,int,,YES,
ITST_Test_1,dbo,ActionAudits,ActionDataJson,36,nvarchar,-1,YES,
ITST_Test_1,dbo,ActionAudits,MetricViolationsJson,37,nvarchar,-1,YES,
ITST_Test_1,dbo,ActionAudits,AudioVideoMeetingId,38,bigint,,YES,
ITST_Test_1,dbo,ActionAudits,AudioVideoAttendeeId,39,bigint,,YES,
ITST_Test_1,dbo,ActionAudits,MeetingAuditActionInt,40,int,,YES,
ITST_Test_1,dbo,ActionAudits,CourseId,41,bigint,,YES,
ITST_Test_1,dbo,ActionAudits,OriginInt,42,int,,YES,
ITST_Test_1,dbo,ActionAudits,AnalyticsTypeInt,43,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null,Id,1,int,,NO,
ITST_Test_1,dbo,active_backend_id_is_null,Host,2,nchar,128,NO,
ITST_Test_1,dbo,active_backend_id_is_null,CreateTime,3,datetime,,NO,(getdate())
ITST_Test_1,dbo,active_backend_id_is_null,LoginName,4,nchar,30,NO,
ITST_Test_1,dbo,active_backend_id_is_null,EnvId,5,bigint,,NO,
ITST_Test_1,dbo,active_backend_id_is_null,OldActiveBackendEnvId,6,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null,NewActiveBackendEnvId,7,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,Id,1,int,,NO,
ITST_Test_1,dbo,active_backend_id_is_null_full,Host,2,nchar,128,NO,
ITST_Test_1,dbo,active_backend_id_is_null_full,CreateTime,3,datetime,,NO,(getdate())
ITST_Test_1,dbo,active_backend_id_is_null_full,LoginName,4,nchar,30,NO,
ITST_Test_1,dbo,active_backend_id_is_null_full,EnvId,5,bigint,,NO,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldStartTime,6,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldEndTime,7,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldPrototypeId,8,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldRowVersion,9,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldCreateTime,10,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldLastUpdateTime,11,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldBackendEnvStatusInt,12,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldExpiryNotificationSent,13,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldWebSessionAuditId,14,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldIsInMaintenanceMode,15,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldEnvCreationFailureInt,16,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldUserProjectId,17,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldActiveBackendEnvId,18,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldEnvPreparationTypeInt,19,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldPreparationStartTime,20,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldReadyTime,21,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldPendingRunTime,22,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldEnvTypeInt,23,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldOwnerId,24,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldHasEditsUnseenByBackend,25,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldParentPrototypeVersionForMachinesId,26,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldParentPrototypeVersionForUiId,27,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldAutoActionThreshold,28,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldQoS_AllowOutgoingConnections,29,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldFailureReason,30,nvarchar,2048,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldQoS_UseRestrictedIpPool,31,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldQoS_ShutdownNetworkUntil,32,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldDeleteRequestId,33,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldPreparationRequestTime,34,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldLicenseId,35,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldCloudFolder,36,nvarchar,-1,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldLicenseBindingDate,37,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldQoS_BusinessUnitToken,38,nvarchar,-1,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldIsCopy,39,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldLastRevertOperationRequestTime,40,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldIsShowcase,41,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldMetadata_Name,42,nvarchar,100,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldMetadata_Description,43,nvarchar,-1,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldMetadata_ImageName,44,nvarchar,128,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldMetadata_EnvExplorerXml,45,nvarchar,-1,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldEnvPreparationId,46,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldGracePeriodStartTimeForNotificationEmail,47,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldAppliedOnLicenseTempleate,48,nvarchar,256,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldMetadata_CleanDescription,49,nvarchar,-1,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldNeedsUserSuspendReasonInt,50,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldNonDeletable,51,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldIsInUiMaintenanceMode,52,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldRegionId,53,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldExpiryBLEventSent,54,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldTeamId,55,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldCourseId,56,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldLatestEnvRunId,57,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldLatestEnvironmentPolicyId,58,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldViewerCustomizationId,59,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldSnapshotOnAutoDelete,60,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldExternalId,61,nvarchar,30,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldLastArchiveTime,62,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldLastExtendTime,63,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldEnvStatusInt,64,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,OldEnvPreparationFromBlueprintTimeSec,65,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewStartTime,66,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewEndTime,67,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewPrototypeId,68,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewRowVersion,69,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewCreateTime,70,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewLastUpdateTime,71,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewBackendEnvStatusInt,72,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewExpiryNotificationSent,73,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewWebSessionAuditId,74,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewIsInMaintenanceMode,75,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewEnvCreationFailureInt,76,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewUserProjectId,77,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewActiveBackendEnvId,78,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewEnvPreparationTypeInt,79,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewPreparationStartTime,80,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewReadyTime,81,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewPendingRunTime,82,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewEnvTypeInt,83,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewOwnerId,84,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewHasEditsUnseenByBackend,85,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewParentPrototypeVersionForMachinesId,86,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewParentPrototypeVersionForUiId,87,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewAutoActionThreshold,88,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewQoS_AllowOutgoingConnections,89,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewFailureReason,90,nvarchar,2048,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewQoS_UseRestrictedIpPool,91,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewQoS_ShutdownNetworkUntil,92,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewDeleteRequestId,93,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewPreparationRequestTime,94,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewLicenseId,95,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewCloudFolder,96,nvarchar,-1,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewLicenseBindingDate,97,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewQoS_BusinessUnitToken,98,nvarchar,-1,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewIsCopy,99,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewLastRevertOperationRequestTime,100,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewIsShowcase,101,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewMetadata_Name,102,nvarchar,100,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewMetadata_Description,103,nvarchar,-1,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewMetadata_ImageName,104,nvarchar,128,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewMetadata_EnvExplorerXml,105,nvarchar,-1,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewEnvPreparationId,106,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewGracePeriodStartTimeForNotificationEmail,107,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewAppliedOnLicenseTempleate,108,nvarchar,256,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewMetadata_CleanDescription,109,nvarchar,-1,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewNeedsUserSuspendReasonInt,110,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewNonDeletable,111,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewIsInUiMaintenanceMode,112,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewRegionId,113,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewExpiryBLEventSent,114,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewTeamId,115,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewCourseId,116,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewLatestEnvRunId,117,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewLatestEnvironmentPolicyId,118,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewViewerCustomizationId,119,bigint,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewSnapshotOnAutoDelete,120,bit,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewExternalId,121,nvarchar,30,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewLastArchiveTime,122,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewLastExtendTime,123,datetime,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewEnvStatusInt,124,int,,YES,
ITST_Test_1,dbo,active_backend_id_is_null_full,NewEnvPreparationFromBlueprintTimeSec,125,int,,YES,
ITST_Test_1,dbo,AudioVideoAttendees,Id,1,bigint,,NO,
ITST_Test_1,dbo,AudioVideoAttendees,UserId,2,int,,NO,
ITST_Test_1,dbo,AudioVideoAttendees,AudioVideoMeetingId,3,bigint,,NO,
ITST_Test_1,dbo,AudioVideoAttendees,MediaProviderId,4,nvarchar,36,YES,
ITST_Test_1,dbo,AudioVideoAttendees,MediaProviderJoinToken,5,nvarchar,2048,YES,
ITST_Test_1,dbo,AudioVideoAttendees,IsHost,6,bit,,YES,
ITST_Test_1,dbo,AudioVideoAttendees,RowVersion,7,int,,NO,
ITST_Test_1,dbo,AudioVideoAttendees,ValidUntil,8,datetime,,NO,
ITST_Test_1,dbo,AudioVideoAttendees,CreateTime,9,datetime,,NO,
ITST_Test_1,dbo,AudioVideoAttendees,LastUpdateTime,10,datetime,,NO,
ITST_Test_1,dbo,AudioVideoMeetings,Id,1,bigint,,NO,
ITST_Test_1,dbo,AudioVideoMeetings,MediaProviderId,2,nvarchar,36,YES,
ITST_Test_1,dbo,AudioVideoMeetings,Region,3,nvarchar,32,YES,
ITST_Test_1,dbo,AudioVideoMeetings,TypeInt,4,int,,YES,
ITST_Test_1,dbo,AudioVideoMeetings,RowVersion,5,int,,NO,
ITST_Test_1,dbo,AudioVideoMeetings,StartTime,6,datetime,,YES,
ITST_Test_1,dbo,AudioVideoMeetings,ValidUntil,7,datetime,,NO,
ITST_Test_1,dbo,AudioVideoMeetings,CreateTime,8,datetime,,NO,
ITST_Test_1,dbo,AudioVideoMeetings,LastUpdateTime,9,datetime,,NO,
ITST_Test_1,dbo,AudioVideoMeetings,HandRaisingDisabled,10,bit,,YES,
ITST_Test_1,dbo,Auth_Courses,Id,1,bigint,,YES,
ITST_Test_1,dbo,Auth_Courses,ProjectId,2,bigint,,YES,
ITST_Test_1,dbo,Auth_Courses,TeamId,3,bigint,,YES,
ITST_Test_1,dbo,Auth_Courses,ValidUntil,4,datetime,,YES,
ITST_Test_1,dbo,Auth_Instructors,Id,1,bigint,,YES,
ITST_Test_1,dbo,Auth_Instructors,CourseId,2,bigint,,YES,
ITST_Test_1,dbo,Auth_Instructors,UserProjectId,3,bigint,,YES,
ITST_Test_1,dbo,Auth_Instructors,ValidUntil,4,datetime,,YES,
ITST_Test_1,dbo,AwsAccountPools,Id,1,bigint,,NO,
ITST_Test_1,dbo,AwsAccountPools,Name,2,nvarchar,100,YES,
ITST_Test_1,dbo,AwsAccountPools,CoolDown,3,bit,,NO,
ITST_Test_1,dbo,AwsAccountPools,RowVersion,4,int,,NO,
ITST_Test_1,dbo,AwsAccountPools,CreateTime,5,datetime,,NO,
ITST_Test_1,dbo,AwsAccountPools,LastUpdateTime,6,datetime,,NO,
ITST_Test_1,dbo,AwsAccountPools,IsCloudShareOwnedAccount,7,bit,,YES,
ITST_Test_1,dbo,AwsAccountPools,PoolConfigJson,8,nvarchar,-1,YES,
ITST_Test_1,dbo,AwsAccountRuns,Id,1,bigint,,NO,
ITST_Test_1,dbo,AwsAccountRuns,AwsAccountId,2,bigint,,NO,
ITST_Test_1,dbo,AwsAccountRuns,ProjectId,3,int,,NO,
ITST_Test_1,dbo,AwsAccountRuns,StartTime,4,datetime,,NO,
ITST_Test_1,dbo,AwsAccountRuns,EndTime,5,datetime,,YES,
ITST_Test_1,dbo,AwsAccountRuns,RowVersion,6,int,,NO,
ITST_Test_1,dbo,AwsAccountRuns,CreateTime,7,datetime,,NO,
ITST_Test_1,dbo,AwsAccountRuns,LastUpdateTime,8,datetime,,NO,
ITST_Test_1,dbo,AwsAccountRuns,WervinId,9,bigint,,YES,
ITST_Test_1,dbo,AwsAccounts,Id,1,bigint,,NO,
ITST_Test_1,dbo,AwsAccounts,Name,2,nvarchar,250,NO,
ITST_Test_1,dbo,AwsAccounts,Assigned,3,bit,,NO,
ITST_Test_1,dbo,AwsAccounts,RowVersion,4,int,,NO,
ITST_Test_1,dbo,AwsAccounts,CreateTime,5,datetime,,NO,
ITST_Test_1,dbo,AwsAccounts,LastUpdateTime,6,datetime,,NO,
ITST_Test_1,dbo,AwsAccounts,AwsAccountId,7,nvarchar,250,YES,
ITST_Test_1,dbo,AwsAccounts,LatestAwsAccountRunId,8,bigint,,YES,
ITST_Test_1,dbo,AwsAccounts,DeleteInProgress,9,bit,,NO,
ITST_Test_1,dbo,AwsAccounts,Disabled,10,bit,,NO,
ITST_Test_1,dbo,AwsAccounts,AwsAccountPoolId,11,bigint,,YES,
ITST_Test_1,dbo,AwsAccounts,DeletableResourcesJson,12,nvarchar,-1,YES,
ITST_Test_1,dbo,BackendControllerOwnerships,Id,1,int,,NO,
ITST_Test_1,dbo,BackendControllerOwnerships,ControllerTypename,2,nvarchar,32,NO,
ITST_Test_1,dbo,BackendControllerOwnerships,ControllerId,3,bigint,,NO,
ITST_Test_1,dbo,BackendControllerOwnerships,IsDeleted,4,bit,,NO,
ITST_Test_1,dbo,BackendControllerOwnerships,DesiredNode,5,int,,YES,
ITST_Test_1,dbo,BackendControllerOwnerships,ReservedNode,6,int,,YES,
ITST_Test_1,dbo,BackendControllerOwnerships,RowVersion,7,int,,NO,
ITST_Test_1,dbo,BackendControllerOwnerships,CreateTime,8,datetime,,NO,
ITST_Test_1,dbo,BackendControllerOwnerships,LastUpdateTime,9,datetime,,NO,
ITST_Test_1,dbo,BackendEnvPreparationAudits,Id,1,bigint,,NO,
ITST_Test_1,dbo,BackendEnvPreparationAudits,BackendEnvId,2,bigint,,YES,
ITST_Test_1,dbo,BackendEnvPreparationAudits,EnvRunId,3,int,,NO,
ITST_Test_1,dbo,BackendEnvPreparationAudits,EnvPreparationTypeInt,4,int,,YES,
ITST_Test_1,dbo,BackendEnvPreparationAudits,PreparationStartTime,5,datetime,,YES,
ITST_Test_1,dbo,BackendEnvPreparationAudits,ReadyTime,6,datetime,,YES,
ITST_Test_1,dbo,BackendEnvPreparationAudits,Success,7,bit,,NO,
ITST_Test_1,dbo,BackendEnvPreparationAudits,RowVersion,8,int,,NO,
ITST_Test_1,dbo,BackendEnvPreparationAudits,CreateTime,9,datetime,,NO,
ITST_Test_1,dbo,BackendEnvPreparationAudits,LastUpdateTime,10,datetime,,NO,
ITST_Test_1,dbo,BackendEnvPreparationAudits,PreparationRequestTime,11,datetime,,YES,
ITST_Test_1,dbo,BackendEnvPreparationAudits,PreparingNodeInt,12,int,,YES,
ITST_Test_1,dbo,BackendEnvs,Id,1,bigint,,NO,
ITST_Test_1,dbo,BackendEnvs,BackendPrototypeEnvId,2,bigint,,YES,
ITST_Test_1,dbo,BackendEnvs,EnvId,3,bigint,,YES,
ITST_Test_1,dbo,BackendEnvs,CloudFolder,4,nvarchar,-1,YES,
ITST_Test_1,dbo,BackendEnvs,CloudFolderUser,5,nvarchar,-1,YES,
ITST_Test_1,dbo,BackendEnvs,CloudFolderPassword,6,nvarchar,-1,YES,
ITST_Test_1,dbo,BackendEnvs,CloudFolderEnvLinked,7,bit,,NO,
ITST_Test_1,dbo,BackendEnvs,IsAtSteadyState,8,bit,,NO,
ITST_Test_1,dbo,BackendEnvs,UnstableStartTime,9,datetime,,YES,
ITST_Test_1,dbo,BackendEnvs,CloudletConsistentWithSharedEnv,10,bit,,NO,((1))
ITST_Test_1,dbo,BackendEnvs,CourseId,11,bigint,,YES,
ITST_Test_1,dbo,BackendEnvs,RegionId,12,bigint,,YES,
ITST_Test_1,dbo,BackendEnvs,DeletionApprovalStatusInt,13,int,,YES,
ITST_Test_1,dbo,BackendEnvs,IsReady,14,bit,,YES,
ITST_Test_1,dbo,BackendEnvs,OwnerNodeId,15,int,,NO,((0))
ITST_Test_1,dbo,BackendEnvs,DelegateBackendEnvOwnershipRequestId,16,bigint,,YES,
ITST_Test_1,dbo,BackendEnvs,IsPostAngieHandoffDone,17,bit,,YES,
ITST_Test_1,dbo,BackendEnvs,BenvCreatedOriginInt,18,int,,YES,
ITST_Test_1,dbo,BackendMachineGroups,Id,1,bigint,,NO,
ITST_Test_1,dbo,BackendMachineGroups,NamePrefix,2,int,,YES,
ITST_Test_1,dbo,BackendMachineGroups,LifecycleStatusInt,3,int,,NO,
ITST_Test_1,dbo,BackendMachineGroups,RowVersion,4,int,,NO,
ITST_Test_1,dbo,BackendMachineGroups,CreateTime,5,datetime,,NO,
ITST_Test_1,dbo,BackendMachineGroups,LastUpdateTime,6,datetime,,NO,
ITST_Test_1,dbo,BackendMachineGroups,ParentNamePrefix,7,int,,YES,
ITST_Test_1,dbo,BackendMachineGroups,CloudletNumber,8,int,,YES,
ITST_Test_1,dbo,BackendMachineGroups,PrototypeId,9,int,,NO,
ITST_Test_1,dbo,BackendMachineGroups,GatewayNumber,10,int,,YES,
ITST_Test_1,dbo,BackendMachineGroups,Affinity,11,bit,,NO,
ITST_Test_1,dbo,BackendMachineGroups,AllowUnsafeNetworking,12,bit,,NO,
ITST_Test_1,dbo,BackendMachineGroups,BackendMachineGroupTypeInt,13,int,,NO,
ITST_Test_1,dbo,BackendMachineGroups,GatewayDns,14,nvarchar,32,YES,
ITST_Test_1,dbo,BackendMachineGroups,GatewayVlans_Released,15,bit,,YES,
ITST_Test_1,dbo,BackendMachineGroups,CloudletDns,16,nvarchar,32,YES,
ITST_Test_1,dbo,BackendMachineRegionAmis,Id,1,int,,NO,
ITST_Test_1,dbo,BackendMachineRegionAmis,BackendAwsMachineId,2,bigint,,NO,
ITST_Test_1,dbo,BackendMachineRegionAmis,RegionId,3,bigint,,NO,
ITST_Test_1,dbo,BackendMachineRegionAmis,AmiId,4,nvarchar,20,NO,
ITST_Test_1,dbo,BackendMachineRegionAmis,RowVersion,5,int,,NO,
ITST_Test_1,dbo,BackendMachineRegionAmis,CreateTime,6,datetime,,NO,
ITST_Test_1,dbo,BackendMachineRegionAmis,LastUpdateTime,7,datetime,,NO,
ITST_Test_1,dbo,BackendMachines,Id,1,bigint,,NO,
ITST_Test_1,dbo,BackendMachines,LifecycleStatusInt,2,int,,NO,
ITST_Test_1,dbo,BackendMachines,InventoryPath,3,nvarchar,128,YES,
ITST_Test_1,dbo,BackendMachines,Hostname,4,nvarchar,64,NO,
ITST_Test_1,dbo,BackendMachines,RowVersion,5,int,,NO,
ITST_Test_1,dbo,BackendMachines,CreateTime,6,datetime,,NO,
ITST_Test_1,dbo,BackendMachines,LastUpdateTime,7,datetime,,NO,
ITST_Test_1,dbo,BackendMachines,BackendMachineGroupId,8,bigint,,YES,
ITST_Test_1,dbo,BackendMachines,MachineTypeInt,9,int,,NO,
ITST_Test_1,dbo,BackendMachines,VmwareDatastorePath,10,nvarchar,256,YES,
ITST_Test_1,dbo,BackendMachines,CloudletNumber,11,int,,YES,
ITST_Test_1,dbo,BackendMachines,DiskSizeMB,12,bigint,,YES,
