FK_NAME,PARENT_TABLE,PARENT_COLUMN,REFERENCED_TABLE,REFERENCED_COLUMN,PARENT_SCHEMA,REFERENCED_SCHEMA
FK_BackendEnvs_Requests_BackendEnvToSuspendId,Requests,BackendEnvToSuspendId,BackendEnvs,Id,dbo,dbo
FK_BackendEnvs_Requests_NewBackendEnvId,Requests,NewBackendEnvId,BackendEnvs,Id,dbo,dbo
FK_BackendMachines_Requests_RequestedMachineId,Requests,RequestedMachineId,BackendMachines,Id,dbo,dbo
FK_BackendMachines_Requests_SourceBackendMachineId,Requests,SourceBackendMachineId,BackendMachines,Id,dbo,dbo
FK_BackendMachines_Requests_BackendMachineId,Requests,BackendMachineId,BackendMachines,Id,dbo,dbo
FK_BackendMachines_Requests_ImportIntoExistingBackendMachineId,Requests,ImportIntoExistingBackendMachineId,BackendMachines,Id,dbo,dbo
FK_BackendPrototypeEnvs_Requests_BackendPrototypeEnvId,Requests,BackendPrototypeEnvId,BackendPrototypeEnvs,Id,dbo,dbo
FK_ContentFolderMemberships_Requests_ContentFolderMembershipToDeleteId,Requests,ContentFolderMembershipToDeleteId,ContentFolderMemberships,Id,dbo,dbo
FK_ContentFolderMemberships_Requests_ContentFolderMembershipToCreateId,Requests,ContentFolderMembershipToCreateId,ContentFolderMemberships,Id,dbo,dbo
FK_Courses_Requests_CourseId,Requests,CourseId,Courses,Id,dbo,dbo
FK_EnvRuns_Requests_EnvRunId,Requests,EnvRunId,EnvRuns,Id,dbo,dbo
FK_Envs_Requests_EnvId,Requests,EnvId,Envs,Id,dbo,dbo
FK_Requests_IsoFileId,Requests,IsoFileId,IsoFiles,Id,dbo,dbo
FK_MachineInstanceTypes_Requests_InstanceTypeId,Requests,InstanceTypeId,MachineInstanceTypes,Id,dbo,dbo
FK_Machines_Requests_ExportedMachineId,Requests,ExportedMachineId,Machines,Id,dbo,dbo
FK_Machines_Requests_UIMachineId,Requests,UIMachineId,Machines,Id,dbo,dbo
FK_MachineScriptRuns_Requests_MachineScriptRunToCreateId,Requests,MachineScriptRunToCreateId,MachineScriptRuns,Id,dbo,dbo
FK_MachineVanityNames_Requests_MachineVanityNameToDeleteId,Requests,MachineVanityNameToDeleteId,MachineVanityNames,Id,dbo,dbo
FK_MachineVanityNames_Requests_MachineVanityNameToCreateId,Requests,MachineVanityNameToCreateId,MachineVanityNames,Id,dbo,dbo
FK_Projects_Requests_ProToEntSelectedProjectId,Requests,ProToEntSelectedProjectId,Projects,Id,dbo,dbo
FK_Prototypes_Requests_PrototypeId,Requests,PrototypeId,Prototypes,Id,dbo,dbo
FK_Prototypes_Requests_OriginalPrototypeId,Requests,OriginalPrototypeId,Prototypes,Id,dbo,dbo
FK_PrototypeVersions_Requests_PrototypeVersionId,Requests,PrototypeVersionId,PrototypeVersions,Id,dbo,dbo
FK_PrototypeVersions_Requests_PrototypeVersionToDeleteId,Requests,PrototypeVersionToDeleteId,PrototypeVersions,Id,dbo,dbo
FK_PrototypeVersions_Requests_PrototypeVersionToTakeBpeFromId,Requests,PrototypeVersionToTakeBpeFromId,PrototypeVersions,Id,dbo,dbo
FK_PrototypeVersionsRegions_Requests_PrototypeVersionRegionId,Requests,TargetPrototypeVersionRegionId,PrototypeVersionsRegions,Id,dbo,dbo
FK_Regions_Requests_RegionId,Requests,RegionId,Regions,Id,dbo,dbo
FK_Requests_Regions_TargetRegionId,Requests,TargetRegionId,Regions,Id,dbo,dbo
FK_Requests_Regions_SourceRegionId,Requests,SourceRegionId,Regions,Id,dbo,dbo
FK_Requests_Requests_StartAfterRequestNewId,Requests,StartAfterRequestNewId,Requests,Id,dbo,dbo
FK_Requests_Requests_OriginalRequestId,Requests,OriginalRequestId,Requests,Id,dbo,dbo
FK_Requests_Requests_StartAfterRequestId,Requests,StartAfterRequestId,Requests,Id,dbo,dbo
FK_Requests_Requests_AddMachineRequestId,Requests,AddMachineRequestId,Requests,Id,dbo,dbo
FK_Requests_TemplateVersions_TemplateVersionId,Requests,TemplateVersionId,TemplateVersions,Id,dbo,dbo
FK_TemplateVersionsRegions_Requests_TemplateVersionRegionId,Requests,TargetTemplateVersionRegionId,TemplateVersionsRegions,Id,dbo,dbo
FK_Users_Requests_UserId,Requests,UserId,Users,Id,dbo,dbo
FK_Envs_SharedEnvMemberships_SharedEnvironmentId,SharedEnvMemberships,SharedEnvironmentId,Envs,Id,dbo,dbo
FK_Networks_SharedEnvMemberships_DefaultNetworkId,SharedEnvMemberships,DefaultNetworkId,Networks,Id,dbo,dbo
FK_Envs_SharedEnvMemSubEnvs_SubEnvId,SharedEnvMemSubEnvs,SubEnvId,Envs,Id,dbo,dbo
FK_SharedEnvMemberships_SharedEnvMemSubEnvs_SharedMembershipId,SharedEnvMemSubEnvs,SharedMembershipId,SharedEnvMemberships,Id,dbo,dbo
FK_NetAdapters_SharedNetworkNetAdapters_NetAdapterId,SharedNetworkNetAdapters,NetAdapterId,NetAdapters,Id,dbo,dbo
FK_Networks_SharedNetworkNetAdapters_SharedNetworkId,SharedNetworkNetAdapters,SharedNetworkId,Networks,Id,dbo,dbo
FK_Courses_SlackWebhooks_CourseId,SlackWebhooks,CourseId,Courses,Id,dbo,dbo
FK_Users_SlackWebhooks_CreatorId,SlackWebhooks,CreatorId,Users,Id,dbo,dbo
FK_Envs_SponsoredEnvTokens_EnvId,SponsoredEnvTokens,EnvId,Envs,Id,dbo,dbo
FK_Contracts_SsoConnectors_ContractId,SsoConnectors,ContractId,Contracts,Id,dbo,dbo
FK_Projects_SsoConnectors_Projects_ProjectId,SsoConnectors_Projects,ProjectId,Projects,Id,dbo,dbo
FK_SsoConnectors_SsoConnectors_Projects_SsoConnectorId,SsoConnectors_Projects,SsoConnectorId,SsoConnectors,Id,dbo,dbo
FK_Pipelines_Stages_PipelineId,Stages,PipelineId,Pipelines,Id,dbo,dbo
FK_PipelinesInstances_StagesInstances_PipelineInstanceId,StagesInstances,PipelineInstanceId,PipelinesInstances,Id,dbo,dbo
FK_Stages_StagesInstances_StageId,StagesInstances,StageId,Stages,Id,dbo,dbo
FK_Users_StagesInstances_ApprovedByUserId,StagesInstances,ApprovedByUserId,Users,Id,dbo,dbo
FK_Projects_StorageSettingsProjects_ProjectId,StorageSettingsProjects,ProjectId,Projects,Id,dbo,dbo
FK_StorageSettings_StorageSettingsProjects_StorageSettingId,StorageSettingsProjects,StorageSettingId,StorageSettings,Id,dbo,dbo
FK_Courses_Students_CourseId,Students,CourseId,Courses,Id,dbo,dbo
FK_CourseStages_Students_CourseStageId,Students,CourseStageId,CourseStages,Id,dbo,dbo
FK_Envs_Students_LatestCreatedEnvId,Students,LatestCreatedEnvId,Envs,Id,dbo,dbo
FK_TemplateVersions_Templates_DefaultVersionId,Templates,DefaultVersionId,TemplateVersions,Id,dbo,dbo
FK_BackendMachines_TemplateVersions_MachineId,TemplateVersions,MachineId,BackendMachines,Id,dbo,dbo
FK_Templates_TemplateVersions_TemplateId,TemplateVersions,TemplateId,Templates,Id,dbo,dbo
FK_BackendMachines_TemplateVersionsRegions_BackendMachineId,TemplateVersionsRegions,BackendMachineId,BackendMachines,Id,dbo,dbo
FK_Regions_TemplateVersionsRegions_RegionId,TemplateVersionsRegions,RegionId,Regions,Id,dbo,dbo
FK_TemplateVersions_TemplateVersionsRegions_TemplateVersionId,TemplateVersionsRegions,TemplateVersionId,TemplateVersions,Id,dbo,dbo
FK_Requests_TransferJobs_RemoteCloudStorageCopyRequestId,TransferJobs,RemoteCloudStorageCopyRequestId,Requests,Id,dbo,dbo
FK_StorageSettings_TransferJobs_StorageSettingId,TransferJobs,StorageSettingId,StorageSettings,Id,dbo,dbo
FK_Users_TransferJobs_UserId,TransferJobs,UserId,Users,Id,dbo,dbo
FK_Requests_TransferJobsCloudStorageCopyRequests_RemoteCloudStorageCopyRequestId,TransferJobsCloudStorageCopyRequests,RemoteCloudStorageCopyRequestId,Requests,Id,dbo,dbo
FK_TransferJobs_TransferJobsCloudStorageCopyRequests_TransferJobId,TransferJobsCloudStorageCopyRequests,TransferJobId,TransferJobs,Id,dbo,dbo
FK_Users_TransferJobsCloudStorageCopyRequests_UserId,TransferJobsCloudStorageCopyRequests,UserId,Users,Id,dbo,dbo
FK_Envs_UserEnvStudents_EnvId,UserEnvStudents,EnvId,Envs,Id,dbo,dbo
FK_Students_UserEnvStudents_StudentId,UserEnvStudents,StudentId,Students,Id,dbo,dbo
FK_Users_UserEnvStudents_UserId,UserEnvStudents,UserId,Users,Id,dbo,dbo
FK_Users_UserFavorites_UserId,UserFavorites,UserId,Users,Id,dbo,dbo
FK_Users_UserFeatureViews_UserId,UserFeatureViews,UserId,Users,Id,dbo,dbo
FK_Requests_UserNotifications_CloudFolderRequestId,UserNotifications,CloudFolderRequestId,Requests,Id,dbo,dbo
FK_Requests_UserNotifications_EnvRequestId,UserNotifications,EnvRequestId,Requests,Id,dbo,dbo
FK_Users_UserNotifications_UserId,UserNotifications,UserId,Users,Id,dbo,dbo
FK_Users_UserOAuthAccessTokens_UserId,UserOAuthAccessTokens,UserId,Users,Id,dbo,dbo
FK_UsersProjects_Users_BillingUserProjectId,Users,BillingUserProjectId,UsersProjects,Id,dbo,dbo
FK_EnvironmentPolicies_UsersProjects_EnvironmentPolicyId,UsersProjects,EnvironmentPolicyId,EnvironmentPolicies,Id,dbo,dbo
FK_ProjectPrototypes_UsersProjects_ProjectPrototypeId,UsersProjects,ProjectPrototypeId,ProjectPrototypes,Id,dbo,dbo
FK_Projects_UsersProjects_ProjectId,UsersProjects,ProjectId,Projects,Id,dbo,dbo
FK_ProjectTeams_UsersProjects_VendorId,UsersProjects,VendorId,ProjectTeams,Id,dbo,dbo
FK_Users_UsersProjects_UserId,UsersProjects,UserId,Users,Id,dbo,dbo
FK_UsersProjects_UsersProjects_OwningSEId,UsersProjects,OwningSEId,UsersProjects,Id,dbo,dbo
FK_Projects_UsersProjectsDefaultTeam_ProjectId,UsersProjectsDefaultTeams,ProjectId,Projects,Id,dbo,dbo
FK_ProjectTeams_UsersProjectsDefaultTeam_DefaultTeamId,UsersProjectsDefaultTeams,DefaultTeamId,ProjectTeams,Id,dbo,dbo
FK_Users_UsersProjectsDefaultTeam_UserId,UsersProjectsDefaultTeams,UserId,Users,Id,dbo,dbo
FK_GuidedJourneys_ViewerPages_GuidedJourneyId,ViewerPages,GuidedJourneyId,GuidedJourneys,Id,dbo,dbo
FK_ViewerCustomizations_ViewerPages_ViewerCustomizationId,ViewerPages,ViewerCustomizationId,ViewerCustomizations,Id,dbo,dbo
FK_Projects_VmImports_ProjectId,VmImports,ProjectId,Projects,Id,dbo,dbo
FK_PrototypeVersions_VmImports_PrototypeVersionId,VmImports,PrototypeVersionId,PrototypeVersions,Id,dbo,dbo
FK_Requests_VmImports_ValidationRequestId,VmImports,ValidationRequestId,Requests,Id,dbo,dbo
FK_Users_VmImports_CreatorId,VmImports,CreatorId,Users,Id,dbo,dbo
FK_Users_WebHookSubscriptions_UserId,WebHookSubscriptions,UserId,Users,Id,dbo,dbo
FK_Users_WebSessionAudits_UserId,WebSessionAudits,UserId,Users,Id,dbo,dbo
FK_WebSessionAudits_WebSessionAudits_ImpersonatingSessionAuditId,WebSessionAudits,ImpersonatingSessionAuditId,WebSessionAudits,Id,dbo,dbo
FK_ExternalCloudCredentials_WorkerCommands_ExternalCloudCredentialId,WorkerCommands,ExternalCloudCredentialId,ExternalCloudCredentials,Id,dbo,dbo
FK_ExternalCloudsCreateScripts_WorkerCommands_ExternalCloudsCreateScriptId,WorkerCommands,ExternalCloudsCreateScriptId,ExternalCloudsCreateScripts,Id,dbo,dbo
FK_ExternalResourcesEnvPrototypeVersions_WorkerCommands_ErvinId,WorkerCommands,ErvinId,ExternalResourcesEnvPrototypeVersions,Id,dbo,dbo
FK_WorkerCommands_WorkerCommands_DependsOnId,WorkerCommands,DependsOnId,WorkerCommands,Id,dbo,dbo
